ano;trim;geo;cod-ca;ca;cod-prv;prv;viv-num;viv-imp;viv-pm2;gar-num;gar-imp;gar-pm2;tras-num;tras-imp;tras-pm2;
2010;2;Comunidad;7;Castilla y León;98;CASTILLA Y LEÓN;25542;144272;1442,07;12199;14871;1053,15;2914;4309;786,48;
2010;2;Provincia;7;Castilla y León;5;Ávila;2379;151283;1399,27;823;12657;746,27;271;3553;823,19;
2010;2;Provincia;7;Castilla y León;9;Burgos;3836;165818;1696,70;2259;17796;1306,89;608;5768;891,50;
2010;2;Provincia;7;Castilla y León;24;León;3952;124772;1266,40;2421;11607;888,52;333;3453;725,91;
2010;2;Provincia;7;Castilla y León;34;Palencia;1725;106027;1061,32;553;14500;1013,07;242;4422;924,80;
2010;2;Provincia;7;Castilla y León;37;Salamanca;3371;139433;1368,76;1805;16618;1112,72;207;3846;638,12;
2010;2;Provincia;7;Castilla y León;40;Segovia;1460;145593;1324,53;390;11843;836,52;105;4331;786,75;
2010;2;Provincia;7;Castilla y León;42;Soria;1288;159841;1621,11;614;14298;957,94;148;3790;674,52;
2010;2;Provincia;7;Castilla y León;47;Valladolid;5605;160723;1624,93;2575;16659;1170,86;630;4743;834,69;
2010;2;Provincia;7;Castilla y León;49;Zamora;1926;116749;1294,74;759;11168;865,80;370;2978;603,53;
2010;2;Comunidad;8;Castilla-La Mancha;98;CASTILLA-LA MANCHA;20427;133160;1240,67;7385;14108;947,91;2273;4678;824,46;
2010;2;Provincia;8;Castilla-La Mancha;2;Albacete;3943;131294;1192,95;1739;19578;1289,24;488;5002;804,02;
2010;2;Provincia;8;Castilla-La Mancha;13;Ciudad Real;5025;106032;1086,78;2428;11542;743,37;637;4248;785,22;
2010;2;Provincia;8;Castilla-La Mancha;16;Cuenca;2021;117134;1074,79;525;10537;780,30;175;5253;915,86;
2010;2;Provincia;8;Castilla-La Mancha;19;Guadalajara;3101;166524;1550,75;983;12811;878,32;334;3675;656,86;
2010;2;Provincia;8;Castilla-La Mancha;45;Toledo;6337;141315;1268,05;1710;14050;978,81;639;5208;939,70;
2010;2;Comunidad;9;Cataluña;98;CATALUÑA;53997;221951;2597,77;34549;17551;1323,15;5049;5353;1037,38;
2010;2;Provincia;9;Cataluña;8;Barcelona;34945;245095;2914,68;23682;19199;1485,98;3280;6154;1173,18;
2010;2;Provincia;9;Cataluña;17;Girona;8177;200186;2193,91;4889;15289;1054,39;581;4248;812,08;
2010;2;Provincia;9;Cataluña;25;Lleida;3646;168091;1797,41;2488;14395;1045,20;621;3179;766,64;
2010;2;Provincia;9;Cataluña;43;Tarragona;7229;165373;1972,30;3490;13475;964,57;567;4788;865,12;
2010;2;Comunidad;10;Comunitat Valenciana;98;COMUNITAT VALENCIANA;57369;145084;1530,90;27116;14806;1110,90;6714;5033;876,08;
2010;2;Provincia;10;Comunitat Valenciana;3;Alicante / Alacant;25286;135583;1467,08;11374;13444;944,05;2530;4530;718,36;
2010;2;Provincia;10;Comunitat Valenciana;12;Castellón / Castelló;8578;141166;1632,47;3849;12289;959,45;1195;6511;1205,53;
2010;2;Provincia;10;Comunitat Valenciana;46;Valencia / València;23505;157377;1563,61;11893;16850;1312,10;2989;4781;854,02;
2010;2;Comunidad;11;Extremadura;98;EXTREMADURA;10442;98532;915,84;2849;13717;810,38;1293;3792;596,33;
2010;2;Provincia;11;Extremadura;6;Badajoz;6412;93090;853,76;1719;14399;829,80;817;3685;559,10;
2010;2;Provincia;11;Extremadura;10;Cáceres;4030;106983;1012,25;1130;12607;778,76;476;3977;660,59;
2010;2;Comunidad;12;Galicia;98;GALICIA;21724;131595;1576,75;13200;14530;1125,32;4444;4576;957,07;
2010;2;Provincia;12;Galicia;15;A Coruña;9696;135079;1616,78;5540;14000;1105,27;1840;4746;1002,57;
2010;2;Provincia;12;Galicia;27;Lugo;3106;112375;1421,33;1797;14670;1090,10;542;5234;961,95;
2010;2;Provincia;12;Galicia;32;Ourense;2443;104163;1083,96;1772;11237;820,14;594;3319;939,18;
2010;2;Provincia;12;Galicia;36;Pontevedra;6479;142753;1732,92;4091;16700;1309,40;1468;4662;901,23;
2010;2;Comunidad;13;Comunidad de Madrid;98;COMUNIDAD DE MADRID;60149;251144;2666,65;33490;21574;1477,57;2746;7729;1286,00;
2010;2;Provincia;13;Comunidad de Madrid;28;Madrid;60149;251144;2666,65;33490;21574;1477,57;2746;7729;1286,00;
2010;2;Comunidad;14;Región de Murcia;98;REGIÓN DE MURCIA;17483;128957;1338,05;7495;17154;962,32;1632;3721;716,91;
2010;2;Provincia;14;Región de Murcia;30;Murcia;17483;128957;1338,05;7495;17154;962,32;1632;3721;716,91;
2010;2;Comunidad;15;C. Foral de Navarra;98;C. FORAL DE NAVARRA;5904;180354;1884,67;1843;17344;1123,04;638;7372;1017,41;
2010;2;Provincia;15;C. Foral de Navarra;31;Navarra;5904;180354;1884,67;1843;17344;1123,04;638;7372;1017,41;
2010;2;Comunidad;16;País Vasco;98;PAÍS VASCO;17617;253660;3051,00;10699;29533;1764,42;2995;10805;1536,16;
2010;2;Provincia;16;País Vasco;1;Araba / Álava;3967;210913;2272,23;1461;22764;1476,87;213;7320;1044,38;
2010;2;Provincia;16;País Vasco;20;Gipuzkoa;4997;276747;3476,22;3596;30132;1612,53;649;10562;1354,96;
2010;2;Provincia;16;País Vasco;48;Bizkaia;8653;249693;2976,22;5642;30255;1924,85;2133;11137;1628,35;
2010;2;Comunidad;17;La Rioja;98;LA RIOJA;4386;163917;1810,21;1394;15860;1151,12;301;4941;626,30;
2010;2;Provincia;17;La Rioja;26;La Rioja;4386;163917;1810,21;1394;15860;1151,12;301;4941;626,30;
2010;2;Comunidad;18;Ceuta;98;CEUTA;416;162216;1856,17;268;19053;1313,21;43;6832;997,97;
2010;2;Provincia;18;Ceuta;51;Ceuta;416;162216;1856,17;268;19053;1313,21;43;6832;997,97;
2010;2;Comunidad;19;Melilla;98;MELILLA;766;134211;1449,84;233;14375;836,57;51;3662;650,34;
2010;2;Provincia;19;Melilla;52;Melilla;766;134211;1449,84;233;14375;836,57;51;3662;650,34;
2010;3;Nacional;99;ESPAÑA;99;ESPAÑA;454283;175407;1905,70;221175;17432;1190,18;46332;5844;979,22;
2010;3;Comunidad;1;Andalucía;98;ANDALUCÍA;85553;148084;1511,09;36992;16333;946,86;7174;6090;909,22;
2010;3;Provincia;1;Andalucía;4;Almería;9812;127892;1460,85;4891;11568;738,09;821;4367;784,54;
2010;3;Provincia;1;Andalucía;11;Cádiz;11703;162382;1686,50;4431;16354;907,29;831;7790;952,88;
2010;3;Provincia;1;Andalucía;14;Córdoba;5811;138324;1304,91;3438;17381;883,56;425;5728;825,86;
2010;3;Provincia;1;Andalucía;18;Granada;9147;130178;1308,94;4781;15319;800,39;952;4573;704,61;
2010;3;Provincia;1;Andalucía;21;Huelva;4977;130021;1389,90;1481;13806;915,34;324;4267;744,69;
2010;3;Provincia;1;Andalucía;23;Jaén;4338;110767;1001,57;1817;13673;894,70;428;4968;775,66;
2010;3;Provincia;1;Andalucía;29;Málaga;23238;172624;1752,17;10626;18448;1034,41;2466;7132;1025,78;
2010;3;Provincia;1;Andalucía;41;Sevilla;16527;144172;1418,36;5527;19107;1245,54;927;6323;1060,83;
2010;3;Comunidad;2;Aragón;98;ARAGÓN;13767;162669;1897,71;6801;18212;1249,14;2448;5678;1006,18;
2010;3;Provincia;2;Aragón;22;Huesca;2491;146440;1788,38;1723;15641;1057,44;739;4437;782,85;
2010;3;Provincia;2;Aragón;44;Teruel;1523;130545;1319,86;580;13191;942,95;297;4444;780,44;
2010;3;Provincia;2;Aragón;50;Zaragoza;9753;172093;2015,62;4498;19881;1364,01;1412;6615;1175,80;
2010;3;Comunidad;3;Principado de Asturias;98;PRINCIPADO DE ASTURIAS;10725;144822;1782,47;5800;15351;1099,10;1680;4716;894,04;
2010;3;Provincia;3;Principado de Asturias;33;Asturias;10725;144822;1782,47;5800;15351;1099,10;1680;4716;894,04;
2010;3;Comunidad;4;Illes Balears;98;ILLES BALEARS;9847;207491;2088,11;5553;16026;1229,99;1014;5393;948,60;
2010;3;Provincia;4;Illes Balears;7;Illes Balears;9847;207491;2088,11;5553;16026;1229,99;1014;5393;948,60;
2010;3;Comunidad;5;Canarias;98;CANARIAS;17159;131842;1634,11;5924;14110;1042,08;1226;4869;866,03;
2010;3;Provincia;5;Canarias;35;Las Palmas;8890;131379;1665,50;2511;16464;1214,74;578;5533;971,09;
2010;3;Provincia;5;Canarias;38;Santa Cruz de Tenerife;8269;132317;1601,83;3413;12334;911,77;648;4281;772,76;
2010;3;Comunidad;6;Cantabria;98;CANTABRIA;8247;172687;2023,22;4071;19037;1175,86;1027;6730;1029,99;
2010;3;Provincia;6;Cantabria;39;Cantabria;8247;172687;2023,22;4071;19037;1175,86;1027;6730;1029,99;
2010;3;Comunidad;7;Castilla y León;98;CASTILLA Y LEÓN;26116;145157;1438,20;12488;14935;1049,59;2983;4606;831,82;
2010;3;Provincia;7;Castilla y León;5;Ávila;2260;147375;1328,50;835;12678;726,59;307;3642;810,53;
2010;3;Provincia;7;Castilla y León;9;Burgos;3777;159474;1631,27;2103;18052;1290,63;600;6267;964,85;
2010;3;Provincia;7;Castilla y León;24;León;4195;128314;1303,25;2499;11129;853,95;317;4005;822,59;
2010;3;Provincia;7;Castilla y León;34;Palencia;1700;120068;1162,93;580;15272;1021,68;246;4710;987,64;
2010;3;Provincia;7;Castilla y León;37;Salamanca;3642;142408;1403,49;1923;17631;1178,31;214;4274;753,38;
2010;3;Provincia;7;Castilla y León;40;Segovia;1703;150099;1393,63;521;13179;996,82;180;3878;743,76;
2010;3;Provincia;7;Castilla y León;42;Soria;1255;160595;1629,92;593;14072;933,47;148;3522;647,56;
2010;3;Provincia;7;Castilla y León;47;Valladolid;5814;160977;1615,13;2726;16265;1152,98;740;4702;838,74;
2010;3;Provincia;7;Castilla y León;49;Zamora;1770;111444;1157,95;708;11352;874,26;231;3525;607,62;
2010;3;Comunidad;8;Castilla-La Mancha;98;CASTILLA-LA MANCHA;21427;132776;1232,00;7379;13994;947,68;2366;4866;847,63;
2010;3;Provincia;8;Castilla-La Mancha;2;Albacete;4243;135551;1251,37;2065;18737;1229,61;548;4657;749,40;
2010;3;Provincia;8;Castilla-La Mancha;13;Ciudad Real;5408;104782;1102,76;2307;11481;767,52;669;5256;908,37;
2010;3;Provincia;8;Castilla-La Mancha;16;Cuenca;1799;113654;1053,31;453;10241;813,45;154;4568;839,30;
2010;3;Provincia;8;Castilla-La Mancha;19;Guadalajara;3115;165994;1495,22;843;11422;800,76;308;3863;691,23;
2010;3;Provincia;8;Castilla-La Mancha;45;Toledo;6862;141126;1231,64;1711;14013;963,72;687;5219;943,28;
2010;3;Comunidad;9;Cataluña;98;CATALUÑA;57357;223255;2597,44;34997;17780;1332,47;5196;5616;1053,45;
2010;3;Provincia;9;Cataluña;8;Barcelona;37604;246473;2915,37;24017;19500;1493,14;3472;6262;1171,04;
2010;3;Provincia;9;Cataluña;17;Girona;8431;200972;2191,80;5018;15509;1078,22;588;4562;849,15;
2010;3;Provincia;9;Cataluña;25;Lleida;3679;167177;1764,99;2539;14315;1034,90;584;3399;772,06;
2010;3;Provincia;9;Cataluña;43;Tarragona;7643;163313;1915,79;3423;13169;950,60;552;5308;875,55;
2010;3;Comunidad;10;Comunitat Valenciana;98;COMUNITAT VALENCIANA;59404;144827;1522,38;27736;14695;1104,73;6810;5227;885,60;
2010;3;Provincia;10;Comunitat Valenciana;3;Alicante / Alacant;25989;133952;1459,00;11591;13465;955,14;2458;4786;744,45;
2010;3;Provincia;10;Comunitat Valenciana;12;Castellón / Castelló;8252;140607;1605,10;3804;12174;961,40;1246;6413;1172,57;
2010;3;Provincia;10;Comunitat Valenciana;46;Valencia / València;25163;158050;1561,70;12341;16495;1276,66;3106;5064;870,24;
2010;3;Comunidad;11;Extremadura;98;EXTREMADURA;10483;100486;940,58;2761;14316;831,59;1254;4658;617,70;
2010;3;Provincia;11;Extremadura;6;Badajoz;6589;95301;882,73;1649;14330;797,38;852;4048;564,29;
2010;3;Provincia;11;Extremadura;10;Cáceres;3894;108828;1033,68;1112;14294;883,16;402;5990;734,57;
2010;3;Comunidad;12;Galicia;98;GALICIA;23385;131863;1584,81;13991;14230;1106,47;4752;4782;962,66;
2010;3;Provincia;12;Galicia;15;A Coruña;10614;133766;1619,29;5830;13926;1097,15;1988;4894;1005,15;
2010;3;Provincia;12;Galicia;27;Lugo;3308;116112;1440,26;2011;14634;1100,84;595;5866;1014,15;
2010;3;Provincia;12;Galicia;32;Ourense;2676;106579;1117,40;1939;10929;799,97;716;3572;924,16;
2010;3;Provincia;12;Galicia;36;Pontevedra;6787;143658;1742,58;4211;16058;1272,25;1453;4808;898,96;
2010;3;Comunidad;13;Comunidad de Madrid;98;COMUNIDAD DE MADRID;63314;254430;2700,41;34339;21252;1455,91;2776;7815;1297,52;
2010;3;Provincia;13;Comunidad de Madrid;28;Madrid;63314;254430;2700,41;34339;21252;1455,91;2776;7815;1297,52;
2010;3;Comunidad;14;Región de Murcia;98;REGIÓN DE MURCIA;17201;128028;1327,98;7012;15872;920,47;1479;3896;733,47;
2010;3;Provincia;14;Región de Murcia;30;Murcia;17201;128028;1327,98;7012;15872;920,47;1479;3896;733,47;
2010;3;Comunidad;15;C. Foral de Navarra;98;C. FORAL DE NAVARRA;6035;179875;1875,58;1765;17011;1112,63;626;7468;1018,74;
2010;3;Provincia;15;C. Foral de Navarra;31;Navarra;6035;179875;1875,58;1765;17011;1112,63;626;7468;1018,74;
2010;3;Comunidad;16;País Vasco;98;PAÍS VASCO;18676;256381;3085,30;11571;28935;1754,75;3101;10909;1558,42;
2010;3;Provincia;16;País Vasco;1;Araba / Álava;3932;212119;2316,64;1509;22785;1479,97;200;7678;1109,30;
2010;3;Provincia;16;País Vasco;20;Gipuzkoa;5277;278870;3491,96;3756;28736;1553,10;739;11372;1455,80;
2010;3;Provincia;16;País Vasco;48;Bizkaia;9467;252525;3009,75;6306;30115;1944,89;2162;10998;1628,62;
2010;3;Comunidad;17;La Rioja;98;LA RIOJA;4302;165290;1810,98;1473;15605;1109,86;321;4781;606,37;
2010;3;Provincia;17;La Rioja;26;La Rioja;4302;165290;1810,98;1473;15605;1109,86;321;4781;606,37;
2010;3;Comunidad;18;Ceuta;98;CEUTA;458;155531;1820,08;297;18931;1311,95;48;6842;1016,25;
2010;3;Provincia;18;Ceuta;51;Ceuta;458;155531;1820,08;297;18931;1311,95;48;6842;1016,25;
2010;3;Comunidad;19;Melilla;98;MELILLA;827;130177;1396,69;225;14762;822,40;51;3251;635,71;
2010;3;Provincia;19;Melilla;52;Melilla;827;130177;1396,69;225;14762;822,40;51;3251;635,71;
2010;4;Nacional;99;ESPAÑA;99;ESPAÑA;445885;174858;1901,58;212573;17343;1186,01;44701;5973;995,65;
2010;4;Comunidad;1;Andalucía;98;ANDALUCÍA;83253;147504;1499,50;35980;16223;947,69;6820;6107;912,75;
2010;4;Provincia;1;Andalucía;4;Almería;9364;126037;1436,96;4549;11585;734,75;701;4635;818,97;
2010;4;Provincia;1;Andalucía;11;Cádiz;11143;159481;1666,43;4055;17464;1017,98;765;8315;974,86;
2010;4;Provincia;1;Andalucía;14;Córdoba;5699;136016;1281,40;3246;16759;850,41;403;5334;802,04;
2010;4;Provincia;1;Andalucía;18;Granada;8948;130342;1300,78;4691;14410;771,70;903;4797;740,85;
2010;4;Provincia;1;Andalucía;21;Huelva;5103;127940;1369,28;1385;13433;897,32;296;4204;778,25;
2010;4;Provincia;1;Andalucía;23;Jaén;4364;102654;937,13;1715;13791;914,42;427;4926;791,38;
2010;4;Provincia;1;Andalucía;29;Málaga;22276;176234;1765,91;11298;18062;1003,34;2476;6809;978,01;
2010;4;Provincia;1;Andalucía;41;Sevilla;16356;144176;1417,03;5041;18832;1251,65;849;6239;1090,28;
2010;4;Comunidad;2;Aragón;98;ARAGÓN;13008;163873;1919,05;6272;18285;1256,68;2322;5732;1012,14;
2010;4;Provincia;2;Aragón;22;Huesca;2344;143778;1742,03;1481;15501;1048,39;672;4443;787,47;
2010;4;Provincia;2;Aragón;44;Teruel;1440;127321;1288,38;559;13390;956,44;269;4393;779,42;
2010;4;Provincia;2;Aragón;50;Zaragoza;9224;175432;2067,77;4232;19929;1370,96;1381;6678;1176,80;
2010;4;Comunidad;3;Principado de Asturias;98;PRINCIPADO DE ASTURIAS;10177;143655;1759,18;5479;15463;1096,95;1569;4856;907,19;
2010;4;Provincia;3;Principado de Asturias;33;Asturias;10177;143655;1759,18;5479;15463;1096,95;1569;4856;907,19;
2010;4;Comunidad;4;Illes Balears;98;ILLES BALEARS;9868;204269;2053,05;5868;17184;1326,75;1027;5020;946,18;
2010;4;Provincia;4;Illes Balears;7;Illes Balears;9868;204269;2053,05;5868;17184;1326,75;1027;5020;946,18;
2010;4;Comunidad;5;Canarias;98;CANARIAS;17444;129580;1605,71;5768;14223;1047,49;1285;4933;860,30;
2010;4;Provincia;5;Canarias;35;Las Palmas;8938;128779;1625,15;2548;16808;1236,86;656;5535;954,09;
2010;4;Provincia;5;Canarias;38;Santa Cruz de Tenerife;8506;130413;1585,46;3220;12104;892,19;629;4280;758,67;
2010;4;Comunidad;6;Cantabria;98;CANTABRIA;8084;170349;2002,23;3877;18986;1171,11;966;6749;1046,69;
2010;4;Provincia;6;Cantabria;39;Cantabria;8084;170349;2002,23;3877;18986;1171,11;966;6749;1046,69;
2010;4;Comunidad;7;Castilla y León;98;CASTILLA Y LEÓN;25336;144268;1428,52;11920;14957;1048,62;2825;4740;846,10;
2010;4;Provincia;7;Castilla y León;5;Ávila;2129;146999;1308,66;736;12707;719,52;279;3728;784,97;
2010;4;Provincia;7;Castilla y León;9;Burgos;3696;155731;1591,02;1922;18219;1287,63;585;6295;987,74;
2010;4;Provincia;7;Castilla y León;24;León;4189;126447;1295,91;2395;11011;844,38;297;4323;852,29;
2010;4;Provincia;7;Castilla y León;34;Palencia;1653;125132;1196,57;565;16898;1076,07;219;4763;958,88;
2010;4;Provincia;7;Castilla y León;37;Salamanca;3450;143950;1430,89;1890;17982;1199,40;229;4475;836,72;
2010;4;Provincia;7;Castilla y León;40;Segovia;1688;147358;1370,40;536;12782;945,53;204;3776;701,97;
2010;4;Provincia;7;Castilla y León;42;Soria;1199;157934;1584,43;593;13623;883,14;123;3640;630,55;
2010;4;Provincia;7;Castilla y León;47;Valladolid;5687;159386;1594,70;2664;15825;1150,42;721;4870;860,77;
2010;4;Provincia;7;Castilla y León;49;Zamora;1645;109540;1130,54;619;11479;875,29;168;3588;624,26;
2010;4;Comunidad;8;Castilla-La Mancha;98;CASTILLA-LA MANCHA;20715;131543;1218,87;7054;14179;947,39;2149;5094;880,06;
2010;4;Provincia;8;Castilla-La Mancha;2;Albacete;4180;132310;1245,39;1980;19071;1249,54;516;4541;762,71;
2010;4;Provincia;8;Castilla-La Mancha;13;Ciudad Real;5427;105116;1106,87;2342;11696;763,67;655;5785;979,93;
2010;4;Provincia;8;Castilla-La Mancha;16;Cuenca;1603;114830;1047,26;414;10553;793,34;117;4917;852,45;
2010;4;Provincia;8;Castilla-La Mancha;19;Guadalajara;2888;164662;1473,28;744;11178;781,89;290;3829;689,34;
2010;4;Provincia;8;Castilla-La Mancha;45;Toledo;6617;139454;1202,43;1574;14243;967,63;571;5548;981,65;
2010;4;Comunidad;9;Cataluña;98;CATALUÑA;57146;221057;2578,21;34497;17476;1312,97;5289;5611;1037,29;
2010;4;Provincia;9;Cataluña;8;Barcelona;37972;243872;2890,08;23841;19125;1463,57;3587;6288;1147,18;
2010;4;Provincia;9;Cataluña;17;Girona;8109;199453;2183,82;4803;15608;1098,00;544;4688;890,94;
2010;4;Provincia;9;Cataluña;25;Lleida;3526;162314;1749,64;2526;13784;1010,98;604;3517;774,31;
2010;4;Provincia;9;Cataluña;43;Tarragona;7539;159553;1853,36;3327;12956;942,15;554;4974;842,53;
2010;4;Comunidad;10;Comunitat Valenciana;98;COMUNITAT VALENCIANA;58899;143401;1509,01;26859;14559;1093,68;6522;5164;887,45;
2010;4;Provincia;10;Comunitat Valenciana;3;Alicante / Alacant;25642;132300;1445,46;11080;13194;933,64;2221;4764;750,29;
2010;4;Provincia;10;Comunitat Valenciana;12;Castellón / Castelló;7743;139931;1601,86;3847;12163;959,83;1411;5835;1079,99;
2010;4;Provincia;10;Comunitat Valenciana;46;Valencia / València;25514;156399;1545,68;11932;16443;1271,67;2890;5130;893,03;
2010;4;Comunidad;11;Extremadura;98;EXTREMADURA;10208;98427;935,97;2560;13932;803,16;1015;5513;701,75;
2010;4;Provincia;11;Extremadura;6;Badajoz;6361;93014;866,58;1514;13655;742,07;643;4672;659,18;
2010;4;Provincia;11;Extremadura;10;Cáceres;3847;107075;1046,81;1046;14345;894,43;372;7115;782,86;
2010;4;Comunidad;12;Galicia;98;GALICIA;22657;130732;1564,16;13174;14387;1121,82;4368;4914;964,13;
2010;4;Provincia;12;Galicia;15;A Coruña;10356;132523;1609,23;5558;14053;1111,83;1869;4958;985,59;
2010;4;Provincia;12;Galicia;27;Lugo;3140;114061;1404,05;1900;15004;1149,41;509;6062;1017,56;
2010;4;Provincia;12;Galicia;32;Ourense;2747;107471;1130,47;1843;11093;808,87;703;3636;917,09;
2010;4;Provincia;12;Galicia;36;Pontevedra;6414;143153;1712,49;3873;16263;1285,03;1287;5189;938,06;
2010;4;Comunidad;13;Comunidad de Madrid;98;COMUNIDAD DE MADRID;62179;254773;2708,11;31751;21163;1445,24;3035;8006;1319,31;
2010;4;Provincia;13;Comunidad de Madrid;28;Madrid;62179;254773;2708,11;31751;21163;1445,24;3035;8006;1319,31;
2010;4;Comunidad;14;Región de Murcia;98;REGIÓN DE MURCIA;16370;125748;1309,06;6459;15455;888,33;1307;3942;725,32;
2010;4;Provincia;14;Región de Murcia;30;Murcia;16370;125748;1309,06;6459;15455;888,33;1307;3942;725,32;
2010;4;Comunidad;15;C. Foral de Navarra;98;C. FORAL DE NAVARRA;5861;179193;1857,12;1615;16912;1118,26;611;7633;1066,75;
2010;4;Provincia;15;C. Foral de Navarra;31;Navarra;5861;179193;1857,12;1615;16912;1118,26;611;7633;1066,75;
2010;4;Comunidad;16;País Vasco;98;PAÍS VASCO;19245;259466;3131,60;11512;28262;1734,12;3195;10998;1566,84;
2010;4;Provincia;16;País Vasco;1;Araba / Álava;4443;210009;2312,15;1407;21572;1493,55;167;8487;1168,92;
2010;4;Provincia;16;País Vasco;20;Gipuzkoa;5207;281888;3524,60;3821;27632;1497,02;871;11135;1523,17;
2010;4;Provincia;16;País Vasco;48;Bizkaia;9595;255753;3058,62;6284;29744;1943,33;2157;11108;1611,92;
2010;4;Comunidad;17;La Rioja;98;LA RIOJA;4072;162659;1773,02;1428;15443;1100,32;298;4775;612,68;
2010;4;Provincia;17;La Rioja;26;La Rioja;4072;162659;1773,02;1428;15443;1100,32;298;4775;612,68;
2010;4;Comunidad;18;Ceuta;98;CEUTA;498;158786;1803,35;295;19173;1243,30;54;6117;924,98;
2010;4;Provincia;18;Ceuta;51;Ceuta;498;158786;1803,35;295;19173;1243,30;54;6117;924,98;
2010;4;Comunidad;19;Melilla;98;MELILLA;865;136081;1411,48;205;15807;844,73;44;3431;707,13;
2010;4;Provincia;19;Melilla;52;Melilla;865;136081;1411,48;205;15807;844,73;44;3431;707,13;
2011;1;Nacional;99;ESPAÑA;99;ESPAÑA;452516;174066;1889,64;207789;17246;1183,62;44469;5841;978,66;
2011;1;Comunidad;1;Andalucía;98;ANDALUCÍA;85318;145760;1478,50;34692;15893;934,85;6846;6021;897,82;
2011;1;Provincia;1;Andalucía;4;Almería;9756;123163;1410,64;4460;11782;758,76;699;4519;784,13;
2011;1;Provincia;1;Andalucía;11;Cádiz;11233;156506;1629,52;3811;17209;1008,57;703;8445;992,77;
2011;1;Provincia;1;Andalucía;14;Córdoba;5643;135403;1317,63;3179;16893;882,95;482;5260;796,06;
2011;1;Provincia;1;Andalucía;18;Granada;9311;129454;1285,62;4554;14923;816,57;882;4798;733,78;
2011;1;Provincia;1;Andalucía;21;Huelva;5174;129166;1367,09;1523;13631;914,47;285;4677;800,50;
2011;1;Provincia;1;Andalucía;23;Jaén;4572;102369;937,84;1645;14143;909,95;436;4842;793,57;
2011;1;Provincia;1;Andalucía;29;Málaga;22662;173573;1719,49;10747;17267;970,56;2496;6616;929,83;
2011;1;Provincia;1;Andalucía;41;Sevilla;16967;144040;1419,51;4773;17580;1147,87;863;6112;1125,46;
2011;1;Comunidad;2;Aragón;98;ARAGÓN;13017;172623;2016,19;6419;18797;1322,31;2507;5552;981,15;
2011;1;Provincia;2;Aragón;22;Huesca;2207;143726;1692,29;1334;15092;1046,16;634;4071;735,85;
2011;1;Provincia;2;Aragón;44;Teruel;1406;128304;1287,95;566;12804;936,82;278;3917;737,19;
2011;1;Provincia;2;Aragón;50;Zaragoza;9404;187003;2210,32;4519;20573;1447,65;1595;6432;1121,98;
2011;1;Comunidad;3;Principado de Asturias;98;PRINCIPADO DE ASTURIAS;10460;142900;1753,46;5717;15587;1094,24;1623;4741;883,05;
2011;1;Provincia;3;Principado de Asturias;33;Asturias;10460;142900;1753,46;5717;15587;1094,24;1623;4741;883,05;
2011;1;Comunidad;4;Illes Balears;98;ILLES BALEARS;10092;201786;2025,87;5368;17459;1356,54;987;4956;952,46;
2011;1;Provincia;4;Illes Balears;7;Illes Balears;10092;201786;2025,87;5368;17459;1356,54;987;4956;952,46;
2011;1;Comunidad;5;Canarias;98;CANARIAS;18481;130415;1586,64;6387;13920;1019,60;1347;4739;841,22;
2011;1;Provincia;5;Canarias;35;Las Palmas;9479;128738;1602,66;2947;16186;1194,98;739;5326;938,08;
2011;1;Provincia;5;Canarias;38;Santa Cruz de Tenerife;9002;132195;1569,63;3440;11878;861,50;608;3986;716,93;
2011;1;Comunidad;6;Cantabria;98;CANTABRIA;8033;169342;1989,29;4032;18699;1136,18;937;6309;1010,84;
2011;1;Provincia;6;Cantabria;39;Cantabria;8033;169342;1989,29;4032;18699;1136,18;937;6309;1010,84;
2011;1;Comunidad;7;Castilla y León;98;CASTILLA Y LEÓN;25845;141696;1406,56;11537;15022;1052,98;2791;4936;868,28;
2011;1;Provincia;7;Castilla y León;5;Ávila;2138;132626;1228,48;683;12164;695,51;309;4358;782,43;
2011;1;Provincia;7;Castilla y León;9;Burgos;3952;151927;1562,91;1902;18273;1294,05;593;6094;987,50;
2011;1;Provincia;7;Castilla y León;24;León;4463;127360;1296,58;2264;11077;841,07;261;4491;839,29;
2011;1;Provincia;7;Castilla y León;34;Palencia;1709;133509;1284,24;564;17954;1171,04;268;5649;1036,98;
2011;1;Provincia;7;Castilla y León;37;Salamanca;3484;144315;1443,40;1867;17433;1150,85;267;4727;854,99;
2011;1;Provincia;7;Castilla y León;40;Segovia;1794;151854;1394,37;560;13346;984,47;213;3725;699,31;
2011;1;Provincia;7;Castilla y León;42;Soria;1095;137849;1475,08;508;12916;826,92;94;3835;619,89;
2011;1;Provincia;7;Castilla y León;47;Valladolid;5614;154940;1538,88;2558;16064;1172,72;629;5071;904,52;
2011;1;Provincia;7;Castilla y León;49;Zamora;1596;113400;1120,74;631;11962;885,15;157;3296;613,58;
2011;1;Comunidad;8;Castilla-La Mancha;98;CASTILLA-LA MANCHA;21088;128508;1186,40;7031;13329;895,67;2144;5289;912,33;
2011;1;Provincia;8;Castilla-La Mancha;2;Albacete;3900;133393;1240,65;1828;17188;1140,05;525;4775;796,17;
2011;1;Provincia;8;Castilla-La Mancha;13;Ciudad Real;5291;103076;1079,41;2215;11988;786,45;665;5706;1017,38;
